公园名称,公园位置,POI类别,POI名称,POI地址,POI位置,POI电话,POI评分,POI距离
浏阳河婚庆文化园,"113.046049,28.190126",住宿,汉庭酒店(长沙万家丽广场店),浏阳河大道二段98号,"113.044539,28.194688",0731-82666688;0731-88220688,4.7,529
浏阳河婚庆文化园,"113.046049,28.190126",住宿,湘缘宾馆,傅家湾路与纵二路交叉口东北20米,"113.043225,28.188001",[],[],364
浏阳河婚庆文化园,"113.046049,28.190126",住宿,长沙福顺家庭旅馆,荷花路高领小区72栋,"113.041199,28.189980",0731-84552338;17773158571,4.9,476
浏阳河婚庆文化园,"113.046049,28.190126",住宿,长沙青柚公寓,扬高路与纵一路交叉口东100米,"113.042575,28.190225",[],[],341
浏阳河婚庆文化园,"113.046049,28.190126",住宿,众和L酒店,古曲中路898号,"113.039417,28.190265",0731-89822888;0731-89857888,4.9,650
浏阳河婚庆文化园,"113.046049,28.190126",住宿,猜猜1028公寓(双水湾支路分店),双水湾支路江河双水湾(花桥地铁站1B口步行480米),"113.048585,28.187181","+861056320612,31618195;010-56320606,31618195",[],411
浏阳河婚庆文化园,"113.046049,28.190126",住宿,长沙雯雯家的3室2厅民宿,人民东路双水湾小区,"113.048640,28.187090",[],[],422
浏阳河婚庆文化园,"113.046049,28.190126",住宿,如归家庭旅馆(长沙高岭小区店),荷花路高岭小区46栋五单元2楼,"113.041284,28.189007",13875851171,4.4,483
浏阳河婚庆文化园,"113.046049,28.190126",住宿,普通村民公寓(沙湾路分店),沙湾路江河·双水湾江河双水湾沙湾路1088号江河双水湾,"113.048371,28.186078","+861056320612,2277403",4.5,504
浏阳河婚庆文化园,"113.046049,28.190126",住宿,城市便捷酒店(长沙万家丽广场店),荷花路562号(荷花路与古曲路交叉口芙蓉明珠大厦),"113.039230,28.191102",0731-89708899;0731-89858989,4.7,677
浏阳河婚庆文化园,"113.046049,28.190126",购物,三喜three,浏阳河大道二段305号浏阳河婚庆文化园,"113.045970,28.190633",[],3.3,56
浏阳河婚庆文化园,"113.046049,28.190126",购物,国津茶馆,浏阳河大道300号婚庆文化园A2-116号,"113.046272,28.190752",0731-84116067,4.2,73
浏阳河婚庆文化园,"113.046049,28.190126",购物,四汖单丛(婚庆园店),荷花路婚庆园A2-114,"113.046379,28.190806",15211011211;15211100877,4.3,82
浏阳河婚庆文化园,"113.046049,28.190126",购物,FN女装(浏阳河婚庆园店),浏阳河大道305号浏阳河婚庆园A2,"113.045465,28.190743",[],3.5,89
浏阳河婚庆文化园,"113.046049,28.190126",购物,西装秦(长沙浏阳河婚庆园店),浏阳河大道A2-106门面,"113.045811,28.190998",19908465777,4.9,99
浏阳河婚庆文化园,"113.046049,28.190126",购物,咿呀母婴荷花路婚庆公园店,浏阳河大道二段305号浏阳河婚庆文化园(西北角),"113.045682,28.190993",[],4.3,103
浏阳河婚庆文化园,"113.046049,28.190126",购物,花意空间(婚庆园店),浏阳河大道婚庆文化园A2-105号,"113.045820,28.191038",0731-82191112,4.4,103
浏阳河婚庆文化园,"113.046049,28.190126",购物,波司登(长沙总部),东屯渡街道浏阳河大道二段300号婚庆文化园206-211号2楼,"113.046454,28.191081",[],4.3,113
浏阳河婚庆文化园,"113.046049,28.190126",购物,蜜獾奢品,浏阳河大道300号A2-103,"113.045554,28.191058",17352812350;19313032692;19976959991,4.5,114
浏阳河婚庆文化园,"113.046049,28.190126",购物,全佳便利店,东屯路街道荷花东路浏阳河休闲风光带婚庆文化园全佳便利店,"113.046933,28.190839",[],3.8,117
浏阳河婚庆文化园,"113.046049,28.190126",购物,Ai超市,浏阳河大道与荷花路交叉口南60米,"113.047131,28.190842",[],[],132
浏阳河婚庆文化园,"113.046049,28.190126",购物,西西里花艺美学馆(芙蓉公寓E区店),长沙市芙蓉区荷花路705号芙蓉公寓E2-115门面,"113.046423,28.191580",13467693865;13873163127,4.2,165
浏阳河婚庆文化园,"113.046049,28.190126",购物,湘之醇烟酒商行,荷花路469号芙蓉公寓E区,"113.046309,28.191605",[],3.4,166
浏阳河婚庆文化园,"113.046049,28.190126",购物,DD DESIGN(DD高端定制),浏阳河婚庆文化园辣妈俱乐部(做电梯上一楼),"113.045800,28.188610",[],4.0,170
浏阳河婚庆文化园,"113.046049,28.190126",购物,22买手店(原FFOUND),东屯渡街道浏阳河婚庆文化园南门辣妈俱乐部一楼,"113.045869,28.188585",13319609688,3.9,172
浏阳河婚庆文化园,"113.046049,28.190126",购物,新思义食品经营部(高岭小区店),高岭小区,"113.044215,28.190589",15307481960,4.3,187
浏阳河婚庆文化园,"113.046049,28.190126",购物,芙蓉兴盛便利超市(高岭小区店),荷花南路高岭小区10栋一单元,"113.044121,28.190001",13117413492;18229928108,4.1,189
浏阳河婚庆文化园,"113.046049,28.190126",购物,陈德食品店(高岭小区店),高岭小区,"113.044253,28.189472",[],3.8,190
浏阳河婚庆文化园,"113.046049,28.190126",购物,满满恰货铺(高岭小区店),高岭小区16栋底商,"113.044103,28.190034",[],4.4,191
浏阳河婚庆文化园,"113.046049,28.190126",购物,八马茶业(长沙婚庆公园店),东屯渡街道荷花路469号芙蓉公寓E13栋113-01,"113.045073,28.191644",15084845451,4.3,194
浏阳河婚庆文化园,"113.046049,28.190126",学校,乐贝多幼儿园,荷花路高岭小区26栋,"113.043968,28.188758",0731-89676747;17388966747,[],254
浏阳河婚庆文化园,"113.046049,28.190126",学校,长房·白沙湾幼儿园,连姻路与白沙湾路交叉口西220米,"113.042200,28.193064",[],[],499
浏阳河婚庆文化园,"113.046049,28.190126",学校,海豚贝贝幼儿园(白沙湾路),花桥地铁站1B口步行280米,"113.047249,28.185546",0731-83072770,[],523
浏阳河婚庆文化园,"113.046049,28.190126",学校,芙蓉公寓幼儿园,荷花路469号,"113.040999,28.192150",0731-89925309,[],544
浏阳河婚庆文化园,"113.046049,28.190126",学校,博英幼儿园,高岭小区41栋,"113.040458,28.189214",0731-89707291;13873121390,0.0,557
浏阳河婚庆文化园,"113.046049,28.190126",学校,鑫科明珠幼儿园,鑫科明珠小区南门,"113.043568,28.195115",[],[],606
浏阳河婚庆文化园,"113.046049,28.190126",学校,赛特福德幼儿园,人民东路329号湘域熙岸西1门,"113.041812,28.184935",0731-82288899,[],711
浏阳河婚庆文化园,"113.046049,28.190126",学校,长沙市芙蓉区教育局观悦幼儿园,滨河路333号,"113.052750,28.192781",[],[],720
浏阳河婚庆文化园,"113.046049,28.190126",学校,芙蓉区农科宝贝幼儿园,马王堆农科服装大市场27栋,"113.041187,28.195334",13319507973,0.0,750
浏阳河婚庆文化园,"113.046049,28.190126",学校,芙蓉区(公办)浏河心苑幼儿园,农园路,"113.051811,28.195613",[],[],832
浏阳河婚庆文化园,"113.046049,28.190126",学校,人之初·宝贝幼儿园,人民东路(人民东路地铁站1号口步行320米),"113.038238,28.186653",15084744768,0.0,858
浏阳河婚庆文化园,"113.046049,28.190126",学校,长沙市芙蓉区智多星幼儿园,马王堆农科防水市场A25栋,"113.037510,28.193959",0731-84723767;15973325772,0.0,940
浏阳河婚庆文化园,"113.046049,28.190126",学校,长沙市芙蓉区水果魔方幼儿园,东华路65号(人民东路地铁站1号口步行280米),"113.037023,28.186242",19198131671,[],985
浏阳河婚庆文化园,"113.046049,28.190126",学校,莱恩幼儿园东华路校区,东华路65号(人民东路地铁站6号口步行360米),"113.036898,28.186225",[],[],997
浏阳河婚庆文化园,"113.046049,28.190126",文体中心,高朗威士忌俱乐部,荷花路与浏阳河大道交汇处西南50米(浏阳河婚庆公园内),"113.045645,28.190744",15367850599,4.5,79
浏阳河婚庆文化园,"113.046049,28.190126",文体中心,小田娥商务·轰趴馆,沙湾路1159号,"113.045301,28.189703",15116428967;15173114653;4009790962,[],87
浏阳河婚庆文化园,"113.046049,28.190126",文体中心,黑马台球(荷花路店),浏阳河大道二段305号浏阳河婚庆文化园(东北角),"113.046679,28.190764",0731-88797766,4.4,94
浏阳河婚庆文化园,"113.046049,28.190126",文体中心,长沙小天鹅国际公馆,东屯渡街道浏阳河大道二段300号浏阳河婚庆公园A1-401,"113.045217,28.189627",13294637607,4.7,98
浏阳河婚庆文化园,"113.046049,28.190126",文体中心,手迹网球俱乐部,东屯渡街道浏阳河大道300号婚庆文化园A3-103-1,"113.047081,28.190206",[],4.3,101
浏阳河婚庆文化园,"113.046049,28.190126",文体中心,银兴国际影城(长沙店),东屯渡街道荷花路684号,"113.046925,28.190829",0731-85120999,4.4,116
浏阳河婚庆文化园,"113.046049,28.190126",文体中心,须浮酒馆,荷花路686号,"113.046675,28.191024",[],3.7,117
浏阳河婚庆文化园,"113.046049,28.190126",文体中心,童梦儿童乐园婚庆公园店,荷花路652号,"113.045089,28.190761",15939998690;18229484292,3.6,117
浏阳河婚庆文化园,"113.046049,28.190126",文体中心,N+1 PARTY K,荷花路682号,"113.047386,28.190603",[],4.8,141
浏阳河婚庆文化园,"113.046049,28.190126",文体中心,尚励少儿体能运动(浏阳河婚庆园基地店),浏阳河大道二段305号浏阳河婚庆文化园辣妈馆1层,"113.045688,28.188679",18173153565,4.5,164
浏阳河婚庆文化园,"113.046049,28.190126",文体中心,河畔健身·普拉提,浏阳河大道300号婚庆公园辣妈公寓B104室,"113.045671,28.188633",19807310138,3.8,170
浏阳河婚庆文化园,"113.046049,28.190126",文体中心,麻神棋牌会所,荷花路669号,"113.045107,28.191610",13142206891;18182126623,3.8,189
浏阳河婚庆文化园,"113.046049,28.190126",文体中心,有鲤棋牌会所,荷花路669号,"113.045074,28.191646",13142206891,4.4,194
浏阳河婚庆文化园,"113.046049,28.190126",文体中心,辣妈俱乐部,浏阳河大道二段300号浏阳河婚庆公园小天鹅国际公馆,"113.045531,28.188374",[],4.5,201
浏阳河婚庆文化园,"113.046049,28.190126",文体中心,浏阳河婚庆公园游乐场,白沙湾路与荷花路交叉口西南60米,"113.044034,28.190919",[],3.4,216
浏阳河婚庆文化园,"113.046049,28.190126",文体中心,初见电竞网咖,荷花路489号芙蓉公寓E1-3栋102,"113.044630,28.191772",13789256000,4.5,230
浏阳河婚庆文化园,"113.046049,28.190126",文体中心,分享网咖(奔月店),高岭小区17栋,"113.043489,28.189804",19173138979,4.5,253
浏阳河婚庆文化园,"113.046049,28.190126",文体中心,聚友棋牌茗茶娱乐中心,白沙湾路与荷花路交叉口西南140米,"113.043407,28.190360",[],3.5,260
浏阳河婚庆文化园,"113.046049,28.190126",文体中心,翔宇网咖,[],"113.043112,28.190256",[],4.7,288
浏阳河婚庆文化园,"113.046049,28.190126",文体中心,T&M酒馆,东屯渡街道浏阳河大道300号婚庆文化园项目B1301,"113.046324,28.192734",15799604489,4.3,291
浏阳河婚庆文化园,"113.046049,28.190126",公交地铁,浏阳河婚庆文化园地下停车场,浏阳河大道二段305号浏阳河婚庆文化园内(西侧),"113.045050,28.190112",[],[],98
浏阳河婚庆文化园,"113.046049,28.190126",公交地铁,小天鹅国际公馆(公园店)地下停车场(出入口),小天鹅国际公馆(公园店)地下停车场,"113.044919,28.190088",[],[],110
浏阳河婚庆文化园,"113.046049,28.190126",公交地铁,小天鹅国际公馆(公园店)地下停车场,小天鹅国际公馆(公园店),"113.044919,28.190088",[],[],110
浏阳河婚庆文化园,"113.046049,28.190126",公交地铁,浏阳河婚庆文化园停车场,浏阳河大道二段305号浏阳河婚庆文化园(东南角),"113.047130,28.189575",[],[],122
浏阳河婚庆文化园,"113.046049,28.190126",公交地铁,停车场(出入口),浏阳河大道与荷花路交叉口南200米,"113.047090,28.189488",[],[],124
浏阳河婚庆文化园,"113.046049,28.190126",公交地铁,小天鹅国际公馆(公园店)地下停车场(出入口),小天鹅国际公馆(公园店)地下停车场,"113.045557,28.189083",[],[],125
浏阳河婚庆文化园,"113.046049,28.190126",公交地铁,地面停车场(出入口),地面停车场,"113.047141,28.189448",[],[],131
浏阳河婚庆文化园,"113.046049,28.190126",公交地铁,地面停车场,浏阳河大道与荷花路交叉口南200米,"113.047141,28.189448",[],[],131
浏阳河婚庆文化园,"113.046049,28.190126",公交地铁,小天鹅国际公馆(公园店)停车场(出入口),小天鹅国际公馆(公园店)停车场,"113.044675,28.190147",[],[],134
浏阳河婚庆文化园,"113.046049,28.190126",公交地铁,小天鹅国际公馆(公园店)停车场,小天鹅国际公馆,"113.044609,28.190140",[],[],141
浏阳河婚庆文化园,"113.046049,28.190126",公交地铁,浏阳河停车场,浏阳河大道与荷花路交叉口南60米,"113.047363,28.190741",[],[],145
浏阳河婚庆文化园,"113.046049,28.190126",公交地铁,荷花路-道路停车位,荷花路与浏阳河大道交叉口西80米,"113.046354,28.191426",[],[],147
浏阳河婚庆文化园,"113.046049,28.190126",公交地铁,荷花路-道路停车位,荷花路与白沙湾路交叉口东80米,"113.045220,28.191277",[],[],151
浏阳河婚庆文化园,"113.046049,28.190126",公交地铁,小天鹅国际公馆公园店地面停车场(入口),小天鹅国际公馆(公园店)停车场,"113.046152,28.188668",[],[],162
浏阳河婚庆文化园,"113.046049,28.190126",公交地铁,停车场(浏阳河大道),浏阳河大道与荷花路交叉口南220米,"113.047473,28.189360",[],[],163
浏阳河婚庆文化园,"113.046049,28.190126",公交地铁,浏阳河路荷花路口(公交站),520路,"113.047623,28.190663",[],[],165
浏阳河婚庆文化园,"113.046049,28.190126",公交地铁,浏阳河婚庆公园(公交站),208路;405路;520路,"113.046580,28.188673",[],[],169
浏阳河婚庆文化园,"113.046049,28.190126",公交地铁,停车场(东屯渡社区卫生服务站东),白沙湾路与荷花路交叉口南180米,"113.044002,28.189785",[],[],204
浏阳河婚庆文化园,"113.046049,28.190126",公交地铁,停车场(出口),白沙湾路与傅家湾路交叉口北80米,"113.044777,28.188570",[],[],213
浏阳河婚庆文化园,"113.046049,28.190126",公交地铁,辣妈俱乐部地下停车场,辣妈俱乐部,"113.045116,28.188340",[],[],218
桂花公园,"113.003829,28.171153",餐饮,荣记·潮汕炒牛河牛肉汤粉,军培巷与桂花路交叉口北40米,"113.003075,28.170975",[],3.4,76
桂花公园,"113.003829,28.171153",餐饮,璟此一家妈妈菜,桂花路97号(桂花公园内),"113.004379,28.170582",13739072277;15111343222,4.2,83
桂花公园,"113.003829,28.171153",餐饮,桂花鲜果(民航桂花路住宅区西区店),桂花路35号民航108院小区,"113.002966,28.171295",[],4.1,86
桂花公园,"113.003829,28.171153",餐饮,蔓姐烤鸭(桂花公园店),左家塘街道桂花路112号,"113.003636,28.170307",19898865667,4.2,96
桂花公园,"113.003829,28.171153",餐饮,远山咖啡,桂花路138号(桂花公园地铁站2号口步行200米),"113.004052,28.170275",15007312349,4.2,100
桂花公园,"113.003829,28.171153",餐饮,四胡同,赤岗小区2片16栋103号,"113.004840,28.171415",0731-85383877;13308483877;13787109555,4.3,103
桂花公园,"113.003829,28.171153",餐饮,桃花江擂茶(十年老店),赤岗新村三片016栋203号,"113.004649,28.170567",13272422331,4.0,103
桂花公园,"113.003829,28.171153",餐饮,麻辣格格,桂花路与赤岗巷交叉口东南20米,"113.003246,28.170301",[],[],110
桂花公园,"113.003829,28.171153",餐饮,梦享荟.桂金台,左家塘街道(桂花公园地铁站2号口步行200米),"113.004292,28.170216",19173189999,4.4,113
桂花公园,"113.003829,28.171153",餐饮,酱香饼(锻压小区店),赤岗巷36号锻压小区,"113.003173,28.170274",15116785065,3.7,117
桂花公园,"113.003829,28.171153",餐饮,内蒙古黄牛肉(桂花公寓店),军培巷38号桂花公寓,"113.003472,28.172164",[],3.4,117
桂花公园,"113.003829,28.171153",餐饮,南县小川贵(桂花公园店),左家塘街道赤岗巷42号,"113.003145,28.170274",13574139865,4.1,118
桂花公园,"113.003829,28.171153",餐饮,小禾苗老面馒头包子,桂花路与阿弥岭路交叉口西160米,"113.004875,28.170525",[],[],124
桂花公园,"113.003829,28.171153",餐饮,石磨坊豆浆油条(桂花路店),赤岗巷36号锻压小区,"113.003119,28.170218",13047215638;18684852250,4.1,125
桂花公园,"113.003829,28.171153",餐饮,百年德园精致鲜包(赤岗巷店),锻压小区西门旁(桂花公园地铁站2号口步行120米),"113.003012,28.170256",18711031630,3.5,128
桂花公园,"113.003829,28.171153",餐饮,水库十五栋饭店,赤岗小区3片15栋(桂花公园地铁站号口步行330米),"113.005122,28.170847",13707482777,4.5,131
桂花公园,"113.003829,28.171153",餐饮,原味面粉盖码饭,官塘冲社区赤新路29号,"113.002974,28.170203",15111457930,3.8,135
桂花公园,"113.003829,28.171153",餐饮,湘里乡味粉面馆,桂花路与阿弥岭路交叉口西北140米,"113.005298,28.171022",[],3.4,144
桂花公园,"113.003829,28.171153",餐饮,贵阳肠旺面馆,赤新路56号丹桂雅苑1栋112号门面,"113.005260,28.170733",13507319863,4.1,148
桂花公园,"113.003829,28.171153",餐饮,怡馨休闲茶楼,左家塘街道曙光中路赤岗巷46号,"113.002905,28.170067",[],3.5,151
桂花公园,"113.003829,28.171153",住宿,长沙雅宿轻奢酒店(桂花公园地铁站店),桂花路122号(桂花公园对面),"113.003776,28.170296",0731-85528169,4.4,95
桂花公园,"113.003829,28.171153",住宿,宜尚酒店(长沙桂花公园地铁站店),桂花路178号(桂花公园地铁站2号口步行280米),"113.004916,28.170045",0731-89802999,4.7,163
桂花公园,"113.003829,28.171153",住宿,加加民宿(桂花路分店),桂花路桂花公园(桂花公园地铁站3号口步行220米),"113.003866,28.170988","+861056320612,36678157",[],18
桂花公园,"113.003829,28.171153",住宿,翔云山水酒店(长沙桂花公园地铁站店),桂花路34号核工业大厦(桂花公园对面),"113.002401,28.170063",0731-89751919;18973199772,4.6,185
桂花公园,"113.003829,28.171153",住宿,锦江之星酒店(长沙市中级人民法院第二办公楼店),曙光中路军培巷55号,"113.002577,28.172937",0731-82787888,4.6,233
桂花公园,"113.003829,28.171153",住宿,明园招待所,桂花路72号(桂花公园地铁站2号口步行80米),"113.002956,28.170346",13973171505,[],124
桂花公园,"113.003829,28.171153",住宿,全季酒店(长沙东塘店),曙光中路298号(地铁3号线桂花公园站4号口出),"113.000439,28.171382",0731-82898887,4.7,333
桂花公园,"113.003829,28.171153",住宿,无限风光酒店(长沙桂花公园地铁站店),曙光中路349号(桂花公园地铁站1号口旁),"113.001417,28.170283",0731-81868877;18108477766,4.4,255
桂花公园,"113.003829,28.171153",住宿,世锦风尚酒店(桂花公园地铁站店),曙光中路345-1号,"113.001265,28.171903",0731-88530058,4.2,265
桂花公园,"113.003829,28.171153",住宿,拉菲大酒店,桂花路34号(桂花公园地铁站2号口旁),"113.002427,28.170098",0731-89751916;0731-89751919,[],180
桂花公园,"113.003829,28.171153",住宿,长沙赛维时尚酒店(桂花公园地铁站店),桂花路270号(桂花公园斜对面),"113.006608,28.170068",0731-82600899,4.7,298
桂花公园,"113.003829,28.171153",住宿,房东哈哈哥公寓(桂花路分店),桂花路丹桂雅苑(桂花公园地铁站3号口步行400米),"113.005579,28.170827","+862126137886,17761087#;010-56320606,17761087",[],175
桂花公园,"113.003829,28.171153",住宿,栖子公寓,赤岗巷与桂花路交叉口西南40米,"113.002825,28.170225",[],[],142
桂花公园,"113.003829,28.171153",住宿,新民精选酒店(长沙移民大厦桂花公园地铁站),曙光中路391号湖南移民大厦,"113.002283,28.169096",0731-81850699,4.3,274
桂花公园,"113.003829,28.171153",住宿,小洋子桂花公园地铁站店公寓(赤岗巷分店),赤岗巷湖南移民大厦(桂花公园地铁站1号口步行140米),"113.002359,28.169133","+861056320612,17167987;010-56320606,17167987",4.4,267
桂花公园,"113.003829,28.171153",住宿,骏怡精选酒店(长沙曙光路移民大厦店)(原新移民酒店),曙光中路391号湖南移民大厦F1层,"113.002338,28.169064",0731-81850677,3.6,274
桂花公园,"113.003829,28.171153",住宿,青青果民宿酒店(长沙桂花公园地铁站),左家塘街道曙光中路298号长方天翼未来城8栋2303,"113.000382,28.171460",13327219583,4.7,339
桂花公园,"113.003829,28.171153",住宿,金叶神农大酒店,曙光中路248号(桂花公园地铁站4号口步行300米),"113.001134,28.173946",0731-85838888,4.6,408
桂花公园,"113.003829,28.171153",住宿,长沙赛峰电竞酒店(长沙桂花公园地铁站店),曙光中路298号长房天翼未来城8栋9楼,"113.000287,28.171370",19313038490,4.7,348
桂花公园,"113.003829,28.171153",住宿,湘诚宾馆,阿弥岭路108号(阿弥岭地铁站3A口步行390米),"113.006669,28.173390",18163708966;19529883298,3.6,373
桂花公园,"113.003829,28.171153",购物,周记猪牛羊肉生鲜店,桂花公园西门旁(桂花公园地铁站3号口步行150米),"113.003075,28.171059",[],1.9,74
桂花公园,"113.003829,28.171153",购物,好鲜生生鲜店,桂花公园西门军培巷23号,"113.003038,28.171061",13787470299,4.1,78
桂花公园,"113.003829,28.171153",购物,赤新路生鲜市场,军培巷桂花公园北侧(桂花公园地铁站3号口步行240米),"113.003322,28.171713",13874880483,4.6,79
桂花公园,"113.003829,28.171153",购物,鲟鱼先森菜市场(东塘店),军培巷26号赤新生鲜集贸市场,"113.003299,28.171704",[],3.5,80
桂花公园,"113.003829,28.171153",购物,长沙市雨花区君子男食品店,军培巷与桂花路交叉口北140米,"113.003325,28.171725",[],[],80
桂花公园,"113.003829,28.171153",购物,正兵蔬菜(民航桂花路住宅区西区店),桂花公园西门旁(桂花公园地铁站3号口步行160米),"113.002999,28.171122",[],3.5,81
桂花公园,"113.003829,28.171153",购物,上林炒货店,赤新路生鲜市场西门旁,"113.003199,28.171662",15388035352,4.2,83
桂花公园,"113.003829,28.171153",购物,水果批发商店,桂花路35号民航108院小区,"113.002968,28.171125",[],3.5,84
桂花公园,"113.003829,28.171153",购物,运河蚕丝被老店,桂花路军培巷24号(桂花公园地铁站3号口步行220米),"113.003183,28.171726",18108448287;18975853557,4.1,89
桂花公园,"113.003829,28.171153",购物,纯棉内衣睡衣袜子老店,赤新路生鲜市场西门旁,"113.003150,28.171699",[],3.5,90
桂花公园,"113.003829,28.171153",购物,惠民鲜肉,军培巷20-1号(桂花公园地铁站3号口步行220米),"113.003150,28.171723",15073552818;18570520411,4.2,92
桂花公园,"113.003829,28.171153",购物,花好愿圆鲜花(桂花路店),桂花路116号(桂花公园地铁站2号口步行150米)开业花篮鲜花绿植盆栽婚车,"113.003642,28.170304",13407314643;13723882182,4.4,96
桂花公园,"113.003829,28.171153",购物,优品三元店,桂花路115号(桂花公园地铁站3号口步行230米),"113.004526,28.170539",[],3.6,96
桂花公园,"113.003829,28.171153",购物,解忧便利店,桂花路114号(桂花公园地铁站2号口步行150米),"113.003767,28.170284",15116439280,3.7,96
